UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR50,SATVR50,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT50,SATMT50,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM50,ACTCM50,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN50,ACTEN50,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT50,ACTMT50,XACTMT75,ACTMT75   
199120,5,5,1,5,1,5,5,1,3,5,1,5,R,57902,R,23947,R,33955,A,,R,0.0,R,10850.0,R,4333.0,R,6517.0,A,,R,0.0,R,4699.0,R,1764.0,R,2935.0,A,,R,0.0,R,4688.0,R,1758.0,R,2930.0,A,,R,0.0,R,11.0,R,6.0,R,5.0,A,,R,0.0,R,1362.0,R,29.0,R,1600.0,R,34.0,R,680.0,R,720.0,R,750.0,R,690.0,R,750.0,R,780.0,R,30.0,R,32.0,R,34.0,R,29.0,R,33.0,R,35.0,R,27.0,R,30.0,R,33.0
199139,1,5,1,1,5,3,5,1,3,5,1,3,R,22699,R,9992,R,12707,A,,R,0.0,R,18208.0,R,7809.0,R,10399.0,A,,R,0.0,R,4501.0,R,2199.0,R,2302.0,A,,R,0.0,R,4421.0,R,2155.0,R,2266.0,A,,R,0.0,R,80.0,R,44.0,R,36.0,A,,R,0.0,R,924.0,R,21.0,R,1443.0,R,32.0,R,550.0,R,610.0,R,650.0,R,560.0,R,610.0,R,670.0,R,21.0,R,24.0,R,27.0,R,19.0,R,22.0,R,26.0,R,20.0,R,24.0,R,26.0
199148,1,5,1,1,3,3,5,1,3,5,5,3,R,12379,R,4054,R,8319,A,,R,6.0,R,11120.0,R,3577.0,R,7538.0,A,,R,5.0,R,2613.0,R,841.0,R,1772.0,A,,R,0.0,R,2580.0,R,827.0,R,1753.0,A,,R,0.0,R,33.0,R,14.0,R,19.0,A,,R,0.0,R,123.0,R,5.0,R,248.0,R,9.0,R,560.0,R,600.0,R,660.0,R,540.0,R,580.0,R,620.0,R,22.0,R,24.0,R,27.0,R,21.0,R,23.0,R,27.0,R,20.0,R,23.0,R,26.0
199157,1,5,1,5,5,3,5,1,3,3,3,3,R,14192,R,4238,R,9954,A,,R,0.0,R,12842.0,R,3692.0,R,9150.0,A,,R,0.0,R,1465.0,R,428.0,R,1037.0,A,,R,0.0,R,1455.0,R,422.0,R,1033.0,A,,R,0.0,R,10.0,R,6.0,R,4.0,A,,R,0.0,R,10.0,R,1.0,R,5.0,R,1.0,R,500.0,R,560.0,R,570.0,R,480.0,R,500.0,R,530.0,R,17.0,R,17.0,R,18.0,R,14.0,R,16.0,R,20.0,R,15.0,R,16.0,R,18.0
199184,1,5,1,5,1,1,5,1,3,5,1,3,R,1423,R,481,R,940,A,,R,2.0,R,471.0,R,158.0,R,312.0,A,,R,1.0,R,221.0,R,70.0,R,150.0,A,,R,1.0,R,221.0,R,70.0,R,150.0,A,,R,1.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,35.0,R,16.0,R,33.0,R,15.0,R,600.0,R,670.0,R,710.0,R,550.0,R,580.0,R,640.0,R,24.0,R,26.0,R,27.0,R,24.0,R,26.0,R,30.0,R,19.0,R,23.0,R,26.0
199193,1,5,1,1,5,3,5,1,3,5,1,3,R,40049,R,19382,R,20665,R,0.0,R,2.0,R,15958.0,R,6766.0,R,9192.0,A,,R,0.0,R,5728.0,R,2686.0,R,3042.0,A,,R,0.0,R,5636.0,R,2628.0,R,3008.0,A,,R,0.0,R,92.0,R,58.0,R,34.0,A,,R,0.0,R,1199.0,R,21.0,R,1596.0,R,28.0,R,640.0,R,680.0,R,720.0,R,660.0,R,700.0,R,740.0,R,28.0,R,30.0,R,32.0,R,26.0,R,29.0,R,33.0,R,26.0,R,28.0,R,31.0
199209,3,3,3,3,3,3,3,1,3,3,3,3,R,2417,R,1698,R,719,A,,R,0.0,R,1884.0,R,1280.0,R,604.0,A,,R,0.0,R,250.0,R,168.0,R,82.0,A,,R,0.0,R,246.0,R,168.0,R,78.0,A,,R,0.0,R,4.0,R,0.0,R,4.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
199218,1,1,1,5,5,3,5,1,3,5,1,5,R,17370,R,5902,R,11467,A,,R,1.0,R,12856.0,R,3991.0,R,8865.0,A,,R,0.0,R,2701.0,R,885.0,R,1816.0,A,,R,0.0,R,2694.0,R,884.0,R,1810.0,A,,R,0.0,R,7.0,R,1.0,R,6.0,A,,R,0.0,R,189.0,R,7.0,R,436.0,R,16.0,R,620.0,R,660.0,R,690.0,R,600.0,R,630.0,R,670.0,R,24.0,R,26.0,R,28.0,R,23.0,R,25.0,R,28.0,R,23.0,R,25.0,R,27.0
199272,1,3,1,1,5,5,5,1,3,3,5,3,R,1286,R,553,R,732,S,,S,,R,1252.0,R,537.0,R,714.0,S,,S,,R,159.0,R,94.0,R,64.0,S,,S,,R,159.0,R,94.0,R,64.0,S,,S,,R,0.0,R,0.0,R,0.0,S,,S,,R,11.0,R,7.0,R,15.0,R,9.0,R,590.0,R,620.0,R,640.0,R,550.0,R,590.0,R,640.0,R,22.0,R,24.0,R,27.0,R,19.0,R,24.0,R,27.0,R,18.0,R,20.0,R,24.0
199281,1,5,1,1,5,3,5,1,3,3,5,3,R,7635,R,2907,R,4192,A,,R,536.0,R,7052.0,R,2653.0,R,3891.0,A,,R,508.0,R,908.0,R,384.0,R,493.0,A,,R,31.0,R,871.0,R,371.0,R,470.0,A,,R,30.0,R,37.0,R,13.0,R,23.0,A,,R,1.0,R,2.0,R,0.0,R,3.0,R,0.0,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,
199306,1,5,1,3,3,3,3,1,3,3,3,5,R,1637,R,745,R,892,S,,S,,R,1560.0,R,711.0,R,849.0,S,,S,,R,195.0,R,121.0,R,74.0,S,,S,,R,195.0,R,121.0,R,74.0,S,,S,,Z,0.0,R,0.0,R,0.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
199412,1,5,5,1,5,5,5,1,3,5,1,5,R,4357,R,1413,R,2836,S,,S,,R,2949.0,R,961.0,R,1913.0,S,,S,,R,399.0,R,162.0,R,229.0,S,,S,,R,399.0,R,162.0,R,229.0,S,,S,,R,0.0,R,0.0,R,0.0,S,,S,,R,69.0,R,17.0,R,58.0,R,15.0,R,560.0,R,610.0,R,650.0,R,550.0,R,590.0,R,650.0,R,24.0,R,26.0,R,29.0,R,22.0,R,25.0,R,29.0,R,23.0,R,25.0,R,27.0
199458,1,1,1,3,5,3,5,1,3,3,1,3,R,290,R,168,R,122,A,,R,0.0,R,221.0,R,125.0,R,96.0,A,,R,0.0,R,46.0,R,29.0,R,17.0,A,,R,0.0,R,45.0,R,28.0,R,17.0,A,,R,0.0,R,1.0,R,1.0,R,0.0,A,,R,0.0,R,3.0,R,7.0,R,0.0,R,0.0,S,,S,,S,,S,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,
199582,1,3,1,3,3,3,3,1,3,3,3,3,R,3160,R,1380,R,1769,R,11.0,R,0.0,R,1856.0,R,755.0,R,1094.0,R,7.0,R,0.0,R,162.0,R,91.0,R,71.0,R,0.0,R,0.0,R,152.0,R,84.0,R,68.0,A,,R,0.0,R,10.0,R,7.0,R,3.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
199607,1,5,1,5,5,5,5,1,3,5,1,5,R,1951,R,0,R,1951,R,0.0,R,0.0,R,1698.0,A,,R,1698.0,A,,R,0.0,R,156.0,A,,R,156.0,A,,R,0.0,R,154.0,A,,R,154.0,A,,R,0.0,R,2.0,A,,R,2.0,A,,R,0.0,R,8.0,R,5.0,R,11.0,R,7.0,R,588.0,R,655.0,R,685.0,R,490.0,R,580.0,R,630.0,R,18.0,R,22.0,R,27.0,R,18.0,R,20.0,R,25.0,R,17.0,R,21.0,R,25.0
199643,1,5,1,1,5,3,3,1,3,3,5,5,R,10699,R,4329,R,6281,A,,R,89.0,R,3261.0,R,1293.0,R,1955.0,A,,R,13.0,R,186.0,R,115.0,R,71.0,A,,R,0.0,R,182.0,R,113.0,R,69.0,A,,R,0.0,R,4.0,R,2.0,R,2.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
199759,1,3,1,3,1,3,5,1,3,5,1,3,R,124,R,75,R,49,A,,R,0.0,R,95.0,R,52.0,R,43.0,A,,R,0.0,R,77.0,R,46.0,R,31.0,A,,R,0.0,R,41.0,R,25.0,R,16.0,A,,R,0.0,R,36.0,R,21.0,R,15.0,A,,R,0.0,R,14.0,R,18.0,R,14.0,R,18.0,R,480.0,R,560.0,R,630.0,R,440.0,R,530.0,R,600.0,R,18.0,R,21.0,R,26.0,R,20.0,R,24.0,R,27.0,R,15.0,R,18.0,R,26.0
199847,5,5,1,5,1,3,5,1,3,5,1,5,R,17479,R,7864,R,9613,S,,S,,R,3768.0,R,1751.0,R,2017.0,S,,S,,R,1385.0,R,623.0,R,762.0,S,,S,,R,1385.0,R,623.0,R,762.0,S,,S,,R,0.0,R,0.0,R,0.0,S,,S,,R,357.0,R,26.0,R,298.0,R,22.0,R,690.0,R,720.0,R,740.0,R,700.0,R,740.0,R,770.0,R,32.0,R,33.0,R,34.0,R,33.0,R,35.0,R,35.0,R,29.0,R,31.0,R,33.0
199865,1,5,1,5,5,5,5,1,3,5,1,3,R,943,R,360,R,571,R,12.0,R,0.0,R,732.0,R,230.0,R,490.0,R,12.0,R,0.0,R,196.0,R,57.0,R,133.0,R,6.0,R,0.0,R,196.0,R,57.0,R,133.0,R,6.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,38.0,R,19.0,A,,A,,A,,A,,A,,A,,R,25.0,R,27.0,R,30.0,R,25.0,R,27.0,R,32.0,R,23.0,R,25.0,R,27.0
199962,1,5,1,1,3,3,5,1,3,3,5,3,R,21210,R,8497,R,12426,A,,R,287.0,R,18027.0,R,6951.0,R,10855.0,A,,R,221.0,R,708.0,R,324.0,R,372.0,A,,R,12.0,R,708.0,R,324.0,R,372.0,A,,R,12.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,168.0,R,24.0,R,85.0,R,12.0,R,490.0,R,530.0,R,640.0,R,500.0,R,550.0,R,630.0,R,18.0,R,21.0,R,24.0,R,16.0,R,19.0,R,23.0,R,16.0,R,20.0,R,25.0
199999,1,5,1,3,3,3,5,1,3,3,3,3,R,9273,R,2630,R,6641,A,,R,2.0,R,6357.0,R,1714.0,R,4643.0,A,,R,0.0,R,883.0,R,225.0,R,658.0,A,,R,0.0,R,879.0,R,224.0,R,655.0,A,,R,0.0,R,4.0,R,1.0,R,3.0,A,,R,0.0,R,56.0,R,6.0,R,98.0,R,11.0,R,420.0,R,490.0,R,530.0,R,400.0,R,450.0,R,520.0,R,14.0,R,17.0,R,18.0,R,12.0,R,14.0,R,17.0,R,15.0,R,16.0,R,18.0
200004,1,5,1,1,5,3,5,1,3,5,5,3,R,18183,R,7044,R,11122,A,,R,17.0,R,15758.0,R,5858.0,R,9890.0,A,,R,10.0,R,2103.0,R,871.0,R,1231.0,A,,R,1.0,R,2082.0,R,863.0,R,1218.0,A,,R,1.0,R,21.0,R,8.0,R,13.0,A,,R,0.0,R,190.0,R,9.0,R,493.0,R,23.0,R,540.0,R,590.0,R,650.0,R,510.0,R,565.0,R,610.0,R,20.0,R,23.0,R,26.0,R,18.0,R,22.0,R,26.0,R,18.0,R,22.0,R,25.0
200059,1,5,1,1,3,3,3,1,3,5,5,5,R,831,R,383,R,448,R,0.0,R,0.0,R,499.0,R,216.0,R,283.0,A,,R,0.0,R,226.0,R,100.0,R,126.0,A,,R,0.0,R,203.0,R,94.0,R,109.0,A,,R,0.0,R,23.0,R,6.0,R,17.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
200156,1,5,1,5,5,3,3,1,3,3,5,5,R,1047,R,632,R,415,R,0.0,R,0.0,R,979.0,R,596.0,R,383.0,A,,R,0.0,R,251.0,R,151.0,R,100.0,A,,R,0.0,R,251.0,R,151.0,R,100.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
200217,1,3,1,3,3,3,3,5,5,3,3,3,R,1577,R,614,R,963,A,,R,0.0,R,1234.0,R,483.0,R,751.0,A,,R,0.0,R,559.0,R,222.0,R,337.0,A,,R,0.0,R,559.0,R,222.0,R,337.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
200253,1,5,1,3,3,3,5,5,3,3,3,3,R,745,R,358,R,387,R,0.0,R,0.0,R,538.0,R,264.0,R,274.0,A,,R,0.0,R,365.0,R,165.0,R,200.0,A,,R,0.0,R,355.0,R,161.0,R,194.0,A,,R,0.0,R,10.0,R,4.0,R,6.0,A,,R,0.0,R,27.0,R,8.0,R,210.0,R,58.0,R,480.0,R,520.0,R,580.0,R,450.0,R,520.0,R,600.0,R,18.0,R,21.0,R,24.0,R,16.0,R,20.0,R,23.0,R,16.0,R,19.0,R,24.0
200280,1,3,1,1,3,3,3,1,3,3,3,3,R,7437,R,4009,R,3428,A,,R,0.0,R,5733.0,R,2886.0,R,2847.0,A,,R,0.0,R,1766.0,R,859.0,R,907.0,A,,R,0.0,R,1715.0,R,827.0,R,888.0,A,,R,0.0,R,51.0,R,32.0,R,19.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
200332,1,3,1,1,3,3,5,3,3,3,5,3,R,7331,R,3168,R,4163,A,,R,0.0,R,7024.0,R,3020.0,R,4004.0,A,,R,0.0,R,2214.0,R,1047.0,R,1167.0,A,,R,0.0,R,2192.0,R,1036.0,R,1156.0,A,,R,0.0,R,22.0,R,11.0,R,11.0,A,,R,0.0,R,1.0,R,1.0,R,91.0,R,4.0,S,,S,,S,,S,,S,,S,,R,19.0,R,22.0,R,24.0,R,17.0,R,20.0,R,22.0,R,17.0,R,20.0,R,24.0
200484,1,1,1,3,1,3,5,1,3,3,1,3,R,185,R,68,R,117,A,,R,0.0,R,67.0,R,23.0,R,44.0,A,,R,0.0,R,46.0,R,15.0,R,31.0,A,,R,0.0,R,44.0,R,15.0,R,29.0,A,,R,0.0,R,2.0,R,0.0,R,2.0,A,,R,0.0,R,4.0,R,9.0,R,33.0,R,72.0,S,,S,,S,,S,,S,,S,,R,18.0,R,22.0,R,26.0,R,18.0,R,21.0,R,24.0,R,17.0,R,20.0,R,25.0
200572,1,3,1,1,3,3,5,1,3,3,3,3,R,492,R,289,R,203,S,,S,,R,341.0,R,195.0,R,146.0,S,,S,,R,194.0,R,106.0,R,88.0,S,,S,,R,175.0,R,100.0,R,75.0,S,,S,,R,19.0,R,6.0,R,13.0,S,,S,,A,,A,,R,142.0,R,73.0,A,,A,,A,,A,,A,,A,,R,18.0,R,21.0,R,24.0,R,16.0,R,20.0,R,22.0,R,17.0,R,20.0,R,24.0
200785,1,3,1,3,3,3,3,1,1,3,3,3,R,134,R,11,R,123,R,0.0,R,0.0,R,126.0,R,10.0,R,116.0,A,,R,0.0,R,87.0,R,7.0,R,80.0,A,,R,0.0,R,51.0,R,6.0,R,45.0,A,,R,0.0,R,36.0,R,1.0,R,35.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
200800,1,3,5,1,5,5,5,1,3,5,5,5,R,14982,R,7644,R,7338,R,0.0,R,0.0,R,10624.0,R,5153.0,R,5471.0,A,,R,0.0,R,2091.0,R,1095.0,R,996.0,A,,R,0.0,R,2050.0,R,1065.0,R,985.0,A,,R,0.0,R,41.0,R,30.0,R,11.0,A,,R,0.0,R,410.0,R,20.0,R,1496.0,R,72.0,R,480.0,R,540.0,R,590.0,R,470.0,R,540.0,R,600.0,R,18.0,R,21.0,R,25.0,R,16.0,R,21.0,R,24.0,R,17.0,R,21.0,R,25.0
200846,1,3,5,1,5,5,5,1,3,5,5,5,R,303,R,105,R,198,R,0.0,R,0.0,R,244.0,R,84.0,R,160.0,A,,R,0.0,R,133.0,R,50.0,R,83.0,A,,R,0.0,R,123.0,R,44.0,R,79.0,A,,R,0.0,R,10.0,R,6.0,R,4.0,A,,R,0.0,R,6.0,R,5.0,R,118.0,R,89.0,R,493.0,R,530.0,R,560.0,R,408.0,R,505.0,R,593.0,R,17.0,R,20.0,R,23.0,R,16.0,R,21.0,R,24.0,R,16.0,R,19.0,R,24.0
201061,1,3,1,3,3,1,5,1,3,3,3,3,R,1056,R,257,R,711,R,88.0,R,0.0,R,350.0,R,53.0,R,259.0,R,38.0,R,0.0,R,57.0,R,10.0,R,14.0,R,33.0,R,0.0,R,57.0,R,10.0,R,14.0,R,33.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,2.0,A,,A,,A,,A,,A,,A,,S,,S,,S,,S,,S,,S,,S,,S,,S,
201104,1,5,5,3,3,3,5,3,3,3,5,3,R,3633,R,1578,R,2055,S,,S,,R,2927.0,R,1280.0,R,1647.0,S,,S,,C,519.0,C,246.0,C,273.0,S,,S,,C,513.0,C,244.0,C,269.0,S,,S,,R,6.0,R,2.0,R,4.0,S,,S,,R,9.0,R,2.0,R,278.0,C,54.0,R,495.0,R,510.0,R,610.0,R,525.0,R,570.0,R,645.0,R,20.0,R,22.0,R,25.0,R,19.0,R,21.0,R,25.0,R,19.0,R,22.0,R,25.0
201177,1,3,1,3,3,3,1,1,3,3,3,3,R,189,R,12,R,177,R,0.0,R,0.0,R,78.0,R,10.0,R,68.0,A,,R,0.0,R,43.0,R,5.0,R,38.0,A,,R,0.0,R,32.0,R,4.0,R,28.0,A,,R,0.0,R,11.0,R,1.0,R,10.0,A,,R,0.0,R,0.0,R,0.0,R,17.0,R,40.0,A,,A,,A,,A,,A,,A,,R,15.0,R,19.0,R,22.0,R,14.0,R,19.0,R,21.0,R,16.0,R,18.0,R,20.0
201195,1,5,1,1,5,3,5,1,3,3,1,3,R,4384,R,1923,R,2461,A,,R,0.0,R,3369.0,R,1573.0,R,1796.0,A,,R,0.0,R,732.0,R,361.0,R,371.0,A,,R,0.0,R,730.0,R,360.0,R,370.0,A,,R,0.0,R,2.0,R,1.0,R,1.0,A,,R,0.0,R,199.0,R,27.0,R,230.0,R,31.0,R,530.0,R,590.0,R,650.0,R,520.0,R,570.0,R,635.0,R,20.0,R,24.0,R,27.0,R,20.0,R,23.0,R,27.0,R,19.0,R,24.0,R,27.0
201371,1,5,1,5,5,3,5,1,3,3,5,3,R,2873,R,2250,R,623,A,,R,0.0,R,1757.0,R,1296.0,R,461.0,A,,R,0.0,R,190.0,R,128.0,R,62.0,A,,R,0.0,R,190.0,R,128.0,R,62.0,A,,R,0.0,A,,A,,A,,A,,A,,R,120.0,R,63.0,R,14.0,R,7.0,R,480.0,R,500.0,R,560.0,R,440.0,R,520.0,R,570.0,R,17.0,R,19.0,R,23.0,R,15.0,R,19.0,R,22.0,R,17.0,R,20.0,R,24.0
201441,1,5,1,1,5,3,5,1,3,3,5,3,R,18629,R,7476,R,11153,A,,R,0.0,R,15016.0,R,5943.0,R,9073.0,A,,R,0.0,R,3114.0,R,1299.0,R,1815.0,A,,R,0.0,R,3098.0,R,1290.0,R,1808.0,A,,R,0.0,R,16.0,R,9.0,R,7.0,A,,R,0.0,R,566.0,R,18.0,R,2111.0,R,68.0,R,510.0,R,560.0,R,620.0,R,510.0,R,550.0,R,610.0,R,20.0,R,22.0,R,26.0,R,18.0,R,21.0,R,24.0,R,17.0,R,21.0,R,25.0
201539,3,3,1,3,3,1,3,3,1,3,3,3,R,27,R,10,R,17,A,,R,0.0,R,17.0,R,2.0,R,15.0,A,,R,0.0,R,17.0,R,2.0,R,15.0,A,,R,0.0,R,17.0,R,2.0,R,15.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
201548,1,3,3,5,3,3,5,1,3,3,3,3,R,4365,R,1966,R,2394,R,5.0,R,0.0,R,3194.0,R,1346.0,R,1848.0,R,0.0,R,0.0,R,413.0,R,224.0,R,189.0,A,,R,0.0,R,413.0,R,224.0,R,189.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,61.0,R,15.0,R,240.0,R,58.0,R,490.0,R,570.0,R,600.0,R,490.0,R,540.0,R,590.0,R,18.0,R,22.0,R,25.0,R,17.0,R,21.0,R,24.0,R,17.0,R,20.0,R,25.0
201645,1,5,1,1,1,5,5,1,3,5,1,5,R,39033,R,19937,R,19096,S,,S,,R,11193.0,R,5721.0,R,5472.0,S,,S,,R,1544.0,R,803.0,R,741.0,S,,S,,R,1544.0,R,803.0,R,741.0,S,,S,,A,,A,,A,,S,,S,,R,661.0,R,43.0,R,359.0,R,23.0,R,700.0,R,720.0,R,750.0,R,730.0,R,770.0,R,790.0,R,32.0,R,34.0,R,35.0,R,33.0,R,34.0,R,35.0,R,31.0,R,33.0,R,35.0
201654,1,5,1,5,1,3,5,1,3,3,3,3,R,5382,R,2079,R,3303,A,,R,0.0,R,3381.0,R,1414.0,R,1967.0,A,,R,0.0,R,1017.0,R,469.0,R,548.0,A,,R,0.0,R,1012.0,R,466.0,R,546.0,A,,R,0.0,R,5.0,R,3.0,R,2.0,A,,R,0.0,R,366.0,R,36.0,R,481.0,R,47.0,R,570.0,R,640.0,R,690.0,R,540.0,R,600.0,R,670.0,R,23.0,R,26.0,R,29.0,R,22.0,R,26.0,R,32.0,R,21.0,R,25.0,R,28.0
201690,1,3,1,1,5,3,3,1,3,3,5,3,R,3291,R,1037,R,1797,S,,S,,R,1514.0,R,398.0,R,765.0,S,,S,,R,574.0,R,248.0,R,326.0,S,,S,,R,524.0,R,224.0,R,300.0,S,,S,,R,50.0,R,24.0,R,26.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
201821,1,3,1,3,5,3,5,3,3,3,5,3,R,562,R,34,R,524,A,,R,4.0,R,282.0,R,17.0,R,264.0,A,,R,1.0,R,88.0,R,2.0,R,86.0,A,,R,0.0,R,78.0,R,2.0,R,76.0,A,,R,0.0,R,10.0,R,0.0,R,10.0,A,,R,0.0,R,7.0,R,8.0,R,56.0,R,64.0,R,420.0,R,420.0,R,490.0,R,410.0,R,490.0,R,510.0,R,17.0,R,18.0,R,22.0,R,15.0,R,18.0,R,22.0,R,16.0,R,17.0,R,20.0
201885,1,5,1,1,5,3,5,1,3,5,1,3,R,33165,R,14891,R,18274,A,,R,0.0,R,29077.0,R,13165.0,R,15912.0,A,,R,0.0,R,6922.0,R,3385.0,R,3537.0,A,,R,0.0,R,6842.0,R,3368.0,R,3474.0,A,,R,0.0,R,80.0,R,17.0,R,63.0,A,,R,0.0,R,748.0,R,11.0,R,2489.0,R,36.0,R,580.0,R,620.0,R,670.0,R,570.0,R,630.0,R,690.0,R,24.0,R,27.0,R,29.0,R,22.0,R,25.0,R,30.0,R,23.0,R,26.0,R,29.0
201964,1,5,1,5,5,3,5,1,3,3,5,3,R,1223,R,541,R,682,A,,R,0.0,R,488.0,R,216.0,R,272.0,A,,R,0.0,R,186.0,R,86.0,R,100.0,A,,R,0.0,R,130.0,R,60.0,R,70.0,A,,R,0.0,R,56.0,R,26.0,R,30.0,A,,R,0.0,R,1.0,R,1.0,R,13.0,R,7.0,S,,S,,S,,S,,S,,S,,R,15.0,R,16.0,R,17.0,R,12.0,R,15.0,R,16.0,R,16.0,R,16.0,R,17.0
202046,1,3,1,3,5,1,5,1,3,3,1,3,R,963,R,257,R,706,A,,R,0.0,R,542.0,R,124.0,R,418.0,A,,R,0.0,R,123.0,R,37.0,R,86.0,A,,R,0.0,R,123.0,R,37.0,R,86.0,A,,R,0.0,A,,A,,A,,A,,A,,R,24.0,R,20.0,R,17.0,R,14.0,R,550.0,R,610.0,R,670.0,R,510.0,R,550.0,R,630.0,R,22.0,R,23.0,R,26.0,R,19.0,R,23.0,R,28.0,R,18.0,R,22.0,R,25.0
202073,5,3,1,5,1,1,3,1,3,5,1,3,R,461,R,229,R,220,S,,S,,R,176.0,R,91.0,R,82.0,S,,S,,R,50.0,R,28.0,R,22.0,S,,S,,R,50.0,R,28.0,R,22.0,S,,S,,A,,A,,A,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
202134,1,3,1,1,3,3,5,1,3,3,5,5,R,10274,R,3854,R,6420,A,,R,0.0,R,9810.0,R,3660.0,R,6150.0,A,,R,0.0,R,1593.0,R,744.0,R,849.0,A,,R,0.0,R,1570.0,R,730.0,R,840.0,A,,R,0.0,R,23.0,R,14.0,R,9.0,A,,R,0.0,R,0.0,R,0.0,R,518.0,R,33.0,A,,A,,A,,A,,A,,A,,R,17.0,R,18.0,R,25.0,R,16.0,R,17.0,R,24.0,R,16.0,R,17.0,R,25.0
202170,1,3,3,3,5,1,3,1,3,3,1,5,R,867,R,204,R,588,R,66.0,R,9.0,R,622.0,R,121.0,R,438.0,R,54.0,R,9.0,R,192.0,R,36.0,R,120.0,R,31.0,R,5.0,R,192.0,R,36.0,R,120.0,R,31.0,R,5.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
202480,1,3,1,5,1,3,5,1,3,5,5,3,R,22747,R,12186,R,10299,R,100.0,R,162.0,R,14023.0,R,6883.0,R,7018.0,R,67.0,R,55.0,R,1904.0,R,998.0,R,901.0,R,5.0,R,0.0,R,1893.0,R,993.0,R,895.0,R,5.0,R,0.0,R,11.0,R,5.0,R,6.0,R,0.0,R,0.0,R,184.0,R,10.0,R,559.0,R,29.0,R,600.0,R,640.0,R,680.0,R,595.0,R,650.0,R,690.0,R,26.0,R,28.0,R,31.0,R,24.0,R,28.0,R,32.0,R,25.0,R,27.0,R,30.0
