UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR50,SATVR50,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT50,SATMT50,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM50,ACTCM50,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN50,ACTEN50,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT50,ACTMT50,XACTMT75,ACTMT75   
107585,5,3,1,3,3,3,1,1,1,3,3,3,R,930,R,382,R,523,S,,S,,R,930.0,R,382.0,R,523.0,S,,S,,R,484.0,R,206.0,R,269.0,S,,S,,R,395.0,R,161.0,R,226.0,S,,S,,R,89.0,R,45.0,R,43.0,S,,S,,R,1.0,R,0.0,R,335.0,R,69.0,S,,S,,S,,S,,S,,S,,R,17.0,R,19.0,R,22.0,R,16.0,R,19.0,R,22.0,R,16.0,R,18.0,R,21.0
107877,1,1,1,3,3,3,5,1,3,3,3,3,R,1014,R,358,R,656,A,,R,0.0,R,597.0,R,197.0,R,400.0,A,,R,0.0,R,128.0,R,63.0,R,65.0,A,,R,0.0,R,127.0,R,63.0,R,64.0,A,,R,0.0,R,1.0,R,0.0,R,1.0,A,,R,0.0,R,6.0,R,5.0,R,115.0,R,91.0,R,460.0,R,485.0,R,540.0,R,460.0,R,485.0,R,518.0,R,16.0,R,19.0,R,22.0,R,15.0,R,19.0,R,23.0,R,15.0,R,17.0,R,21.0
107983,1,1,1,3,3,3,1,1,3,3,5,3,R,2936,R,1102,R,1812,A,,R,22.0,R,1955.0,R,744.0,R,1194.0,A,,R,17.0,R,797.0,R,327.0,R,459.0,A,,R,11.0,R,783.0,R,315.0,R,457.0,A,,R,11.0,R,14.0,R,12.0,R,2.0,A,,R,0.0,R,53.0,R,7.0,R,794.0,R,100.0,R,460.0,R,530.0,R,590.0,R,460.0,R,520.0,R,590.0,R,17.0,R,20.0,R,23.0,R,16.0,R,20.0,R,24.0,R,16.0,R,18.0,R,22.0
108092,1,3,1,1,3,3,1,5,1,3,3,3,R,2677,R,928,R,1749,A,,R,0.0,R,2181.0,R,751.0,R,1430.0,A,,R,0.0,R,886.0,R,359.0,R,527.0,A,,R,0.0,R,806.0,R,309.0,R,497.0,A,,R,0.0,R,80.0,R,50.0,R,30.0,A,,R,0.0,R,0.0,R,0.0,R,714.0,R,81.0,A,,A,,A,,A,,A,,A,,R,18.0,R,20.0,R,23.0,R,18.0,R,21.0,R,24.0,R,17.0,R,20.0,R,24.0
108852,1,3,1,3,1,1,3,3,3,3,1,3,R,155,R,45,R,105,S,,S,,R,139.0,R,37.0,R,97.0,S,,S,,R,55.0,R,22.0,R,33.0,S,,S,,R,55.0,R,22.0,R,33.0,S,,S,,A,,A,,A,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
108861,5,5,5,5,1,5,3,5,5,5,1,3,R,27,R,13,R,14,S,,S,,R,17.0,R,8.0,R,9.0,S,,S,,R,10.0,R,4.0,R,6.0,S,,S,,R,0.0,R,0.0,R,0.0,S,,S,,R,10.0,R,4.0,R,6.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
109651,5,3,1,5,5,1,3,1,3,5,1,3,R,1339,R,432,R,906,S,,S,,R,1004.0,R,300.0,R,703.0,S,,S,,R,322.0,R,116.0,R,206.0,S,,S,,R,322.0,R,116.0,R,206.0,S,,S,,A,,A,,A,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
109785,1,3,1,5,5,3,5,5,3,3,5,5,R,3850,R,1338,R,2488,A,,R,24.0,R,3060.0,R,1074.0,R,1971.0,A,,R,15.0,R,420.0,R,136.0,R,284.0,A,,R,0.0,R,413.0,R,133.0,R,280.0,A,,R,0.0,R,7.0,R,3.0,R,4.0,A,,R,0.0,R,54.0,R,13.0,R,16.0,R,4.0,R,512.0,R,590.0,R,657.0,R,482.0,R,555.0,R,657.0,R,18.0,R,24.0,R,26.0,R,20.0,R,23.0,R,28.0,R,16.0,R,23.0,R,25.0
110097,1,3,1,3,3,3,5,1,3,3,1,3,R,4003,R,1608,R,2395,A,,R,0.0,R,2405.0,R,912.0,R,1493.0,A,,R,0.0,R,753.0,R,314.0,R,439.0,A,,R,0.0,R,746.0,R,309.0,R,437.0,A,,R,0.0,R,7.0,R,5.0,R,2.0,A,,R,0.0,R,194.0,R,26.0,R,57.0,R,8.0,R,580.0,R,640.0,R,690.0,R,550.0,R,600.0,R,670.0,R,24.0,R,28.0,R,30.0,R,24.0,R,27.0,R,33.0,R,22.0,R,26.0,R,27.0
110361,1,5,1,5,5,3,3,5,3,3,5,3,R,7935,R,2817,R,5118,A,,R,0.0,R,5838.0,R,2120.0,R,3718.0,A,,R,0.0,R,1282.0,R,506.0,R,776.0,A,,R,0.0,R,1258.0,R,498.0,R,760.0,A,,R,0.0,R,24.0,R,8.0,R,16.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110370,1,3,1,5,1,1,3,1,3,3,3,3,R,3661,R,990,R,2644,S,,S,,R,2687.0,R,662.0,R,2005.0,S,,S,,R,186.0,R,54.0,R,132.0,S,,S,,R,178.0,R,52.0,R,126.0,S,,S,,R,8.0,R,2.0,R,6.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110404,5,5,1,5,1,5,3,1,3,5,1,3,R,13107,R,8973,R,4134,A,,R,0.0,R,412.0,R,230.0,R,182.0,A,,R,0.0,R,266.0,R,154.0,R,112.0,A,,R,0.0,R,266.0,R,154.0,R,112.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110413,1,5,1,1,1,3,5,5,3,3,1,5,R,5290,R,2420,R,2861,R,9.0,R,0.0,R,4702.0,R,2139.0,R,2563.0,R,0.0,R,0.0,R,575.0,R,283.0,R,292.0,A,,R,0.0,R,575.0,R,283.0,R,292.0,A,,R,0.0,A,,A,,A,,A,,A,,R,72.0,R,13.0,R,12.0,R,2.0,R,577.0,R,620.0,R,660.0,R,557.0,R,600.0,R,660.0,R,23.0,R,26.0,R,29.0,R,22.0,R,26.0,R,29.0,R,21.0,R,24.0,R,26.0
110422,1,3,1,1,3,3,3,1,3,5,3,3,R,63736,R,31722,R,32014,S,,S,,R,18964.0,R,7723.0,R,11241.0,S,,S,,R,5278.0,R,2386.0,R,2892.0,S,,S,,R,5258.0,R,2374.0,R,2884.0,S,,S,,R,20.0,R,12.0,R,8.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110468,1,3,1,3,5,3,3,1,1,5,1,5,R,1,R,0,R,1,A,,R,0.0,R,0.0,A,,R,0.0,A,,R,0.0,A,,A,,A,,A,,R,0.0,A,,A,,A,,A,,R,0.0,A,,A,,A,,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110486,1,3,1,1,3,3,3,1,3,5,3,3,R,13950,R,5943,R,8007,S,,S,,R,12303.0,R,5176.0,R,7127.0,S,,S,,R,1204.0,R,480.0,R,724.0,S,,S,,R,1167.0,R,468.0,R,699.0,S,,S,,R,37.0,R,12.0,R,25.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110495,1,3,1,1,3,3,3,1,3,5,3,3,R,5334,R,1808,R,3526,S,,S,,R,5199.0,R,1749.0,R,3450.0,S,,S,,R,1046.0,R,350.0,R,696.0,S,,S,,R,992.0,R,327.0,R,665.0,S,,S,,R,54.0,R,23.0,R,31.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110510,1,3,1,1,3,3,3,1,3,5,3,3,R,12772,R,5106,R,7666,S,,S,,R,12548.0,R,4999.0,R,7549.0,S,,S,,R,2244.0,R,881.0,R,1363.0,S,,S,,R,2166.0,R,847.0,R,1319.0,S,,S,,R,78.0,R,34.0,R,44.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110529,1,3,1,1,3,3,3,1,3,5,3,3,R,45775,R,23565,R,22210,S,,S,,R,33737.0,R,15967.0,R,17770.0,S,,S,,R,4311.0,R,2412.0,R,1899.0,S,,S,,R,4209.0,R,2348.0,R,1861.0,S,,S,,R,102.0,R,64.0,R,38.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110538,1,3,1,1,3,3,3,1,3,3,3,3,R,22263,R,9434,R,12829,S,,S,,R,20864.0,R,8779.0,R,12085.0,S,,S,,R,2171.0,R,949.0,R,1222.0,S,,S,,R,2134.0,R,932.0,R,1202.0,S,,S,,R,37.0,R,17.0,R,20.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110547,1,3,1,1,3,3,3,1,3,5,3,3,R,19040,R,8305,R,10735,S,,S,,R,17388.0,R,7421.0,R,9967.0,S,,S,,R,1721.0,R,755.0,R,966.0,S,,S,,R,1533.0,R,671.0,R,862.0,S,,S,,R,188.0,R,84.0,R,104.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110556,1,3,1,1,3,3,3,1,3,3,3,3,R,20201,R,8683,R,11518,S,,S,,R,19469.0,R,8316.0,R,11153.0,S,,S,,R,3661.0,R,1553.0,R,2108.0,S,,S,,R,3413.0,R,1442.0,R,1971.0,S,,S,,R,248.0,R,111.0,R,137.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110565,1,3,1,1,3,3,3,1,3,3,3,3,R,48591,R,20402,R,28189,S,,S,,R,42149.0,R,17447.0,R,24702.0,S,,S,,R,7070.0,R,3070.0,R,4000.0,S,,S,,R,6628.0,R,2851.0,R,3777.0,S,,S,,R,442.0,R,219.0,R,223.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110574,1,3,1,1,3,3,3,1,3,5,3,3,R,13274,R,5670,R,7604,S,,S,,R,12851.0,R,5497.0,R,7354.0,S,,S,,R,994.0,R,462.0,R,532.0,S,,S,,R,975.0,R,453.0,R,522.0,S,,S,,R,19.0,R,9.0,R,10.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110583,1,3,1,1,3,3,3,1,3,3,3,3,R,79680,R,32529,R,47151,S,,S,,R,37547.0,R,13764.0,R,23783.0,S,,S,,R,5756.0,R,2216.0,R,3540.0,S,,S,,R,5615.0,R,2168.0,R,3447.0,S,,S,,R,141.0,R,48.0,R,93.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110592,1,3,1,1,3,3,3,1,3,5,3,3,R,32748,R,13893,R,18855,S,,S,,R,30106.0,R,12584.0,R,17522.0,S,,S,,R,3614.0,R,1757.0,R,1857.0,S,,S,,R,3456.0,R,1658.0,R,1798.0,S,,S,,R,158.0,R,99.0,R,59.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110608,1,3,1,1,3,3,3,1,3,3,3,3,R,29789,R,13699,R,16090,S,,S,,R,27748.0,R,12589.0,R,15159.0,S,,S,,R,5545.0,R,2689.0,R,2856.0,S,,S,,R,5475.0,R,2650.0,R,2825.0,S,,S,,R,70.0,R,39.0,R,31.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110617,1,3,1,1,3,3,3,1,3,5,3,3,R,25994,R,11136,R,14858,S,,S,,R,24336.0,R,10365.0,R,13971.0,S,,S,,R,3884.0,R,1757.0,R,2127.0,S,,S,,R,3782.0,R,1700.0,R,2082.0,S,,S,,R,102.0,R,57.0,R,45.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110635,1,3,1,5,5,3,3,1,3,5,1,3,R,125910,R,60232,R,65678,S,,S,,R,14677.0,R,5546.0,R,9131.0,S,,S,,R,6641.0,R,2733.0,R,3908.0,S,,S,,R,6604.0,R,2723.0,R,3881.0,S,,S,,R,37.0,R,10.0,R,27.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110644,1,3,1,1,3,3,3,1,3,5,1,3,R,94637,R,44497,R,50140,S,,S,,R,39400.0,R,16184.0,R,23216.0,S,,S,,R,6578.0,R,2624.0,R,3954.0,S,,S,,R,6413.0,R,2558.0,R,3855.0,S,,S,,R,165.0,R,66.0,R,99.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110653,1,1,1,1,3,3,3,1,3,5,1,3,R,121101,R,56771,R,64330,S,,S,,R,30962.0,R,13037.0,R,17925.0,S,,S,,R,6796.0,R,2903.0,R,3893.0,S,,S,,R,6777.0,R,2890.0,R,3887.0,S,,S,,R,19.0,R,13.0,R,6.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110662,1,3,1,1,3,3,3,1,3,3,1,3,R,145903,R,67384,R,78519,S,,S,,R,12736.0,R,4979.0,R,7757.0,S,,S,,R,6585.0,R,2366.0,R,4219.0,S,,S,,R,6579.0,R,2365.0,R,4214.0,S,,S,,R,6.0,R,1.0,R,5.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110671,1,3,1,1,3,3,3,1,3,3,3,3,R,62807,R,29509,R,33298,S,,S,,R,39758.0,R,17615.0,R,22143.0,S,,S,,R,5521.0,R,2519.0,R,3002.0,S,,S,,R,5486.0,R,2503.0,R,2983.0,S,,S,,R,35.0,R,16.0,R,19.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110680,1,3,1,1,3,3,3,1,3,5,1,3,R,130771,R,61536,R,69235,S,,S,,R,32062.0,R,12837.0,R,19225.0,S,,S,,R,7005.0,R,2941.0,R,4064.0,S,,S,,R,6986.0,R,2928.0,R,4058.0,S,,S,,R,19.0,R,13.0,R,6.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110705,1,3,1,1,3,3,3,1,3,3,1,3,R,110871,R,50391,R,60480,S,,S,,R,30804.0,R,12402.0,R,18402.0,S,,S,,R,5043.0,R,1988.0,R,3055.0,S,,S,,R,5014.0,R,1976.0,R,3038.0,S,,S,,R,29.0,R,12.0,R,17.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110714,1,3,1,1,3,3,3,1,3,3,3,3,R,68845,R,30741,R,38104,S,,S,,R,43054.0,R,18036.0,R,25018.0,S,,S,,R,4381.0,R,1956.0,R,2425.0,S,,S,,R,4365.0,R,1948.0,R,2417.0,S,,S,,R,16.0,R,8.0,R,8.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
111081,5,5,1,5,1,1,3,1,3,3,1,3,R,2023,R,585,R,1209,R,229.0,R,0.0,R,525.0,R,138.0,R,329.0,R,58.0,R,0.0,R,177.0,R,59.0,R,98.0,R,20.0,R,0.0,R,176.0,R,59.0,R,97.0,R,20.0,R,0.0,R,1.0,Z,0.0,R,1.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
111188,1,3,1,1,3,3,3,1,3,3,3,3,R,943,R,680,R,263,S,,S,,R,931.0,R,672.0,R,259.0,S,,S,,R,143.0,R,122.0,R,21.0,S,,S,,R,142.0,R,121.0,R,21.0,S,,S,,R,1.0,R,1.0,R,0.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
111638,5,3,5,3,5,3,3,1,1,5,1,3,R,184,R,71,R,113,R,0.0,R,0.0,R,67.0,R,31.0,R,36.0,A,,R,0.0,R,67.0,R,31.0,R,36.0,A,,R,0.0,R,67.0,R,31.0,R,36.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
111948,1,5,1,1,1,1,5,1,3,5,1,3,R,15914,R,5852,R,10062,S,,S,,R,8849.0,R,3166.0,R,5683.0,S,,S,,R,1806.0,R,664.0,R,1142.0,S,,S,,R,1796.0,R,659.0,R,1137.0,S,,S,,R,10.0,R,5.0,R,5.0,S,,S,,R,292.0,R,16.0,R,139.0,R,8.0,R,630.0,R,670.0,R,710.0,R,620.0,R,670.0,R,720.0,R,28.0,R,30.0,R,32.0,R,29.0,R,32.0,R,34.0,R,25.0,R,27.0,R,31.0
111966,1,3,1,5,5,5,3,1,3,5,1,3,R,985,R,237,R,739,S,,S,,R,382.0,R,63.0,R,314.0,S,,S,,R,7.0,R,2.0,R,5.0,S,,S,,R,4.0,R,1.0,R,3.0,S,,S,,R,3.0,R,1.0,R,2.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
112075,1,5,1,5,5,5,3,1,3,3,5,3,R,4564,R,2043,R,2521,A,,R,0.0,R,2732.0,R,1029.0,R,1703.0,A,,R,0.0,R,290.0,R,128.0,R,162.0,A,,R,0.0,R,290.0,R,128.0,R,162.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
112084,1,5,1,5,5,5,3,1,5,5,5,5,R,320,R,114,R,206,A,,R,0.0,R,201.0,R,70.0,R,131.0,A,,R,0.0,R,9.0,R,6.0,R,3.0,A,,R,0.0,R,9.0,R,6.0,R,3.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
112260,5,5,1,1,1,3,5,1,3,5,1,5,R,5799,R,2585,R,2913,R,140.0,R,161.0,R,645.0,R,266.0,R,350.0,R,11.0,R,18.0,R,321.0,R,146.0,R,158.0,R,6.0,R,11.0,R,321.0,R,146.0,R,158.0,R,6.0,R,11.0,A,,A,,A,,A,,A,,R,94.0,R,29.0,R,52.0,R,16.0,R,710.0,R,740.0,R,770.0,R,740.0,R,770.0,R,790.0,R,33.0,R,34.0,R,35.0,R,34.0,R,35.0,R,35.0,R,30.0,R,32.0,R,34.0
112394,1,3,1,3,5,5,3,1,3,3,1,3,R,306,R,220,R,86,A,,R,0.0,R,157.0,R,115.0,R,42.0,A,,R,0.0,R,55.0,R,45.0,R,10.0,A,,R,0.0,R,48.0,R,38.0,R,10.0,A,,R,0.0,R,7.0,R,7.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
113582,1,3,1,3,1,3,3,1,3,3,1,3,R,8,R,0,R,8,R,0.0,R,0.0,R,7.0,A,,R,7.0,A,,R,0.0,R,2.0,A,,R,2.0,A,,R,0.0,R,1.0,A,,R,1.0,A,,R,0.0,R,1.0,A,,R,1.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
113698,5,5,5,5,5,5,5,1,5,5,5,5,R,2011,R,518,R,1493,R,0.0,R,0.0,R,1923.0,R,500.0,R,1423.0,A,,R,0.0,R,250.0,R,68.0,R,182.0,A,,R,0.0,R,248.0,R,68.0,R,180.0,A,,R,0.0,R,2.0,R,0.0,R,2.0,A,,R,0.0,R,12.0,R,5.0,R,5.0,R,2.0,R,525.0,R,605.0,R,673.0,R,545.0,R,590.0,R,618.0,R,22.0,R,24.0,R,30.0,R,20.0,R,22.0,R,29.0,R,23.0,R,28.0,R,28.0
114354,1,3,1,5,1,1,3,1,3,5,1,3,R,412,R,37,R,375,R,0.0,R,0.0,R,171.0,R,16.0,R,155.0,A,,R,0.0,R,48.0,R,6.0,R,42.0,A,,R,0.0,R,41.0,R,5.0,R,36.0,A,,R,0.0,R,7.0,R,1.0,R,6.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
114813,1,5,1,1,5,5,3,1,3,3,5,3,R,1516,R,469,R,1030,A,,R,17.0,R,872.0,R,264.0,R,597.0,A,,R,11.0,R,207.0,R,69.0,R,138.0,A,,R,0.0,R,203.0,R,69.0,R,134.0,A,,R,0.0,R,4.0,R,0.0,R,4.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
115409,5,5,1,1,1,3,5,1,3,5,1,5,R,4792,R,3135,R,1657,A,,R,0.0,R,626.0,R,272.0,R,354.0,A,,R,0.0,R,224.0,R,113.0,R,111.0,A,,R,0.0,R,224.0,R,113.0,R,111.0,A,,R,0.0,A,,A,,A,,A,,A,,R,112.0,R,50.0,R,37.0,R,17.0,R,720.0,R,750.0,R,770.0,R,760.0,R,780.0,R,790.0,R,34.0,R,35.0,R,36.0,R,34.0,R,35.0,R,36.0,R,33.0,R,35.0,R,36.0
115755,1,3,1,1,3,3,3,1,3,3,3,3,R,14019,R,6222,R,7797,S,,S,,R,13855.0,R,6147.0,R,7708.0,S,,S,,R,955.0,R,436.0,R,519.0,S,,S,,R,937.0,R,429.0,R,508.0,S,,S,,R,18.0,R,7.0,R,11.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117104,1,3,1,3,1,3,3,1,3,3,1,3,R,281,R,113,R,168,A,,R,0.0,R,264.0,R,108.0,R,156.0,A,,R,0.0,R,74.0,R,26.0,R,48.0,A,,R,0.0,R,71.0,R,26.0,R,45.0,A,,R,0.0,R,3.0,R,0.0,R,3.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117140,1,3,1,1,1,3,5,1,3,5,1,3,R,10813,R,4021,R,6789,A,,R,3.0,R,5242.0,R,1832.0,R,3408.0,A,,R,2.0,R,743.0,R,286.0,R,457.0,A,,R,0.0,R,737.0,R,283.0,R,454.0,A,,R,0.0,R,6.0,R,3.0,R,3.0,A,,R,0.0,R,176.0,R,24.0,R,29.0,R,4.0,R,510.0,R,560.0,R,650.0,R,460.0,R,555.0,R,653.0,R,18.0,R,22.0,R,25.0,R,13.0,R,21.0,R,25.0,R,18.0,R,21.0,R,26.0
117168,1,3,1,3,5,1,3,1,3,3,1,3,R,268,R,79,R,189,S,,S,,R,208.0,R,59.0,R,149.0,S,,S,,R,135.0,R,30.0,R,105.0,S,,S,,R,133.0,R,30.0,R,103.0,S,,S,,R,2.0,R,0.0,R,2.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117283,1,3,3,3,1,3,3,3,3,3,1,3,R,44,R,16,R,28,A,,R,0.0,R,30.0,R,10.0,R,20.0,A,,R,0.0,R,27.0,R,9.0,R,18.0,A,,R,0.0,R,6.0,R,2.0,R,4.0,A,,R,0.0,R,21.0,R,7.0,R,14.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117627,1,3,1,1,3,3,3,1,3,3,3,3,R,2238,R,832,R,1406,R,0.0,R,0.0,R,2088.0,R,760.0,R,1328.0,A,,R,0.0,R,258.0,R,100.0,R,158.0,A,,R,0.0,R,255.0,R,99.0,R,156.0,A,,R,0.0,R,3.0,R,1.0,R,2.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117751,1,5,1,1,1,3,3,1,3,5,1,5,R,1157,R,572,R,585,A,,R,0.0,R,878.0,R,418.0,R,460.0,A,,R,0.0,R,413.0,R,202.0,R,211.0,A,,R,0.0,R,406.0,R,199.0,R,207.0,A,,R,0.0,R,7.0,R,3.0,R,4.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117946,1,5,1,1,1,3,3,1,3,5,1,3,R,23361,R,9456,R,13905,A,,R,0.0,R,9413.0,R,4072.0,R,5341.0,A,,R,0.0,R,1535.0,R,702.0,R,833.0,A,,R,0.0,R,1533.0,R,701.0,R,832.0,A,,R,0.0,R,2.0,R,1.0,R,1.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
118198,3,3,3,3,1,1,3,3,1,3,1,3,R,1417,R,289,R,1128,A,,R,0.0,R,1161.0,R,237.0,R,924.0,A,,R,0.0,R,215.0,R,44.0,R,171.0,A,,R,0.0,R,172.0,R,35.0,R,137.0,A,,R,0.0,R,43.0,R,9.0,R,34.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
118693,1,3,1,1,5,3,3,1,3,5,5,3,R,3041,R,1412,R,1629,Z,0.0,R,0.0,R,2062.0,R,900.0,R,1162.0,A,,R,0.0,R,178.0,R,96.0,R,82.0,A,,R,0.0,R,172.0,R,93.0,R,79.0,A,,R,0.0,R,6.0,R,3.0,R,3.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
